month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202009,39025,"clermont, oh",352500,-0.0341,0.1644,269,-0.0461,-0.5597,37.5,0.0417,-0.1667,192,-0.2258,-0.3684,8,0,1,84,0,-0.58,579,-0.0017,0.2164,127.2361251,0.001,0.0753,1955,-0.0259,0.0393,480045,-0.0005,0.2998,848,-0.0162,-0.2199,2.1524,0.0957,1.3734
202009,55015,"calumet, wi",169950,-0.2259,-0.1171,23,0.0455,-0.77,26,-0.4694,-0.6486,20,0.25,-0.4444,0,,,0,-1,-1,50,-0.0385,-0.3056,113.4793278,0.0316,0.0712,1684,-0.143,-0.0531,225487,-0.0584,-0.1455,73,-0.0135,-0.5756,2.1739,-0.1897,1.4539
202009,39023,"clark, oh",130050,-0.1818,-0.0338,164,-0.1458,-0.6419,34.5,-0.0921,-0.2159,136,0.0625,-0.3061,0,-1,-1,64,-0.1111,-0.6279,396,0.0879,0.1856,85.09767937,-0.0718,-0.019,1390,-0.057,-0.0907,170792,-0.0845,0.0329,560,0.0072,-0.2929,2.4146,0.5188,1.6854
202009,13247,"rockdale, ga",242550,-0.03,0.0243,235,-0.0208,-0.6216,41.5,-0.1863,-0.1942,192,-0.0769,-0.4217,36,0.125,0.2857,36,-0.1818,-0.7857,530,-0.0485,0.4402,93.62849327,0.0226,0.0839,1830.5,-0.0185,-0.0496,285766,-0.0064,0.0682,765,-0.0402,-0.2265,2.2553,-0.0655,1.6627
202009,21185,"oldham, ky",422500,0.0614,0.1042,79,-0.0706,-0.6504,43,-0.1224,-0.2586,64,0.3333,-0.2,4,,,28,-0.125,-0.7083,132,-0.1698,0.0645,149.1731961,-0.0086,0.0756,2721,-0.0015,-0.0188,561988,0.0183,0.1601,211,-0.1352,-0.3971,1.6709,-0.1997,1.1222
202009,12085,"martin, fl",389050,-0.0251,-0.0268,1010,-0.1117,-0.3575,75,-0.1071,-0.2718,376,0.0108,0.0682,44,0.375,4.5,236,-0.1324,-0.3516,784,0.0103,0.3288,208.220719,0.0106,0.0313,1894,-0.0181,-0.0477,829517,0.0441,-0.0195,1794,-0.0622,-0.1702,0.7762,0.0937,0.4009
202009,39165,"warren, oh",382050,-0.0881,0.1074,446,0.0045,-0.5295,42,-0.1429,-0.2632,296,-0.0263,-0.2745,4,-0.5,-0.6667,156,-0.1702,-0.602,743,-0.0438,0.2281,111.5046178,-0.0316,-0.0322,1720,-0.0652,-0.1426,471909,-0.0113,0.1108,1189,-0.0262,-0.2344,1.6659,-0.0841,1.0277
202009,48209,"hays, tx",338500,0.0259,0.0258,693,-0.0797,-0.4817,45,-0.0217,-0.3182,404,-0.0734,0.0306,168,-0.3115,0.68,140,-0.3269,-0.7756,773,0.3779,0.1384,168.516453,0.0132,0.0901,2104,-0.0019,-0.0607,498109,-0.051,0.1058,1466,0.1157,-0.2728,1.1154,0.3704,0.6076
202009,17197,"will, il",316015,-0.0028,0.1067,1367,-0.0669,-0.5454,45,-0.0217,0,928,-0.0973,-0.3371,132,0.1786,5.6,420,-0.1667,-0.6912,2185,-0.0408,0.4451,140.5281636,0.0111,0.0724,2208,-0.0187,0.0156,365245,-0.0219,0.097,3552,-0.051,-0.214,1.5984,0.0434,1.0956
202009,47037,"davidson, tn",425000,-0.0094,0.1202,1908,-0.0606,-0.1888,35.5,0.0758,-0.0139,1212,-0.0818,-0.1009,104,0.1818,0.7333,652,-0.024,-0.2454,1341,-0.0161,0.3007,245.2858429,0.007,0.2028,1874,-0.0434,-0.0543,639186,-0.0266,0.0921,3249,-0.0427,-0.0396,0.7028,0.0317,0.2645
202009,48041,"brazos, tx",253050,-0.0453,-0.0848,1137,-0.0061,-0.1393,76.5,-0.0192,-0.0377,268,-0.2717,0.0308,36,0.5,8,204,-0.0893,-0.3108,443,-0.0996,0.5544,144.3506716,0,0.0118,1846.5,-0.0152,-0.0781,360803,-0.0049,0.0027,1580,-0.0342,-0.0162,0.3896,-0.0404,0.1739
202009,13117,"forsyth, ga",444995,0.0348,0.0983,770,-0.0952,-0.5874,43.5,-0.0114,-0.2627,484,-0.0692,-0.2092,140,0.2963,1.0588,212,-0.2429,-0.735,1031,-0.0454,0.339,135.8943971,0.0234,0.0944,2775,-0.0128,-0.0139,514939,0.017,0.0859,1801,-0.0673,-0.3168,1.339,0.0699,0.9263
202009,42051,"fayette, pa",159950,-0.0006,0.2241,331,0.0409,-0.482,70.5,-0.1188,-0.1607,104,0,-0.3158,0,,,96,0.2632,-0.4146,216,-0.1462,0.0335,59.08596701,-0.0586,,1286,-0.0316,,222963,-0.0315,0.2735,547,-0.042,-0.355,0.6526,-0.143,0.3255
202009,39007,"ashtabula, oh",141500,-0.0564,-0.0564,204,0.0099,-0.4441,67.5,-0.0625,-0.2151,80,-0.1304,-0.1667,0,-1,,40,-0.0909,-0.6,203,-0.0049,0.2609,94.68129572,0.0199,0.243,1527,0.0207,-0.0186,187177,-0.0357,0.0896,407,0.0025,-0.2292,0.9951,-0.0148,0.5564
202009,27003,"anoka, mn",315000,0.0002,0.0424,574,-0.0636,-0.3958,29.5,0.1346,-0.2027,496,-0.1678,-0.2439,20,0,1.5,108,-0.1563,-0.7216,857,0.0821,0.47,154.6385289,0.0107,0.0644,1967.5,0.0064,-0.0438,367883,-0.0023,0.0383,1431,0.0185,-0.0665,1.493,0.201,0.8793
202009,47147,"robertson, tn",325495,0.0335,0.0858,126,-0.1923,-0.494,29,-0.1471,-0.1831,116,0.0357,-0.275,8,-0.3333,,40,0.25,-0.5,162,0.0253,0.604,159.6935081,0.0186,0.1227,2018,0.0349,-0.085,397462,0.0181,0.129,288,-0.0828,-0.1771,1.2857,0.2729,0.8801
202009,8037,"eagle, co",785050,0.0608,0.0563,857,-0.0988,-0.2362,145.5,-0.0732,-0.1182,164,-0.2407,0.2813,12,0.5,-0.4,96,0,-0.25,476,0.0794,10.6098,487.0516156,0.0747,0.2894,1600,-0.0111,-0.1259,2190405,0.0284,0.1289,1333,-0.0424,0.1462,0.5554,0.0917,0.5189
202009,18157,"tippecanoe, in",291250,-0.0576,0.1419,190,0.044,-0.3811,36,-0.0769,-0.2421,160,0,-0.0698,0,-1,-1,80,0.1765,-0.3333,64,-0.2,-0.3905,120.5713017,0.011,0.1219,2349.5,-0.0557,0.0197,346389,-0.0329,0.1977,254,-0.0305,-0.3835,0.3368,-0.1027,-0.0052
202009,48187,"guadalupe, tx",303487.5,0.0148,0.0589,599,-0.0742,-0.3998,47.5,0.131,-0.3066,232,-0.3176,-0.0794,80,0.6667,1.5,180,-0.1509,-0.5,690,0.047,0.1775,136.0053988,0.0104,0.0821,2351.5,0.0002,-0.0124,378424,0.0164,0.0611,1289,-0.013,-0.1862,1.1519,0.1334,0.5647
202009,13073,"columbia, ga",302950,0.013,0.0822,326,-0.1398,-0.546,47.5,0.0795,-0.2276,196,-0.125,-0.2097,48,0.3333,3,80,0.3333,-0.5122,703,0.0293,0.4615,113.7233977,0.0034,0.0546,2746,0.0159,0.0333,362215,0.0228,0.0911,1029,-0.0311,-0.1418,2.1564,0.3543,1.4865
202009,21209,"scott, ky",312705,-0.0098,0.1113,149,-0.0859,-0.5329,96.5,0.2372,0.5078,52,0,-0.4583,8,-0.5,,20,-0.375,-0.7368,286,-0.0305,0.2328,135,0.0032,0.0829,2212,-0.0543,-0.0236,343061,-0.0135,0.1033,435,-0.0502,-0.2105,1.9195,0.1096,1.1922
202009,42055,"franklin, pa",239750,-0.0196,0.0898,195,-0.1256,-0.6154,40.5,-0.0357,-0.5,108,-0.2703,-0.25,8,-0.3333,,60,-0.2857,-0.5313,49,-0.0755,0.5806,109.0847931,0.0077,0.0522,1782,-0.0067,-0.0271,288096,0.0038,0.1923,244,-0.1159,-0.5465,0.2513,0.0136,0.1901
202009,1117,"shelby, al",340000,-0.0259,0.0001,590,-0.0328,-0.4444,48.5,0.0104,-0.292,376,0.0217,-0.0105,140,0.2069,2.1818,136,0,-0.4516,924,-0.0222,1.4063,131.4172757,-0.0033,-0.0482,2516,-0.0379,0.0351,460062,-0.0005,0.036,1514,-0.0264,0.047,1.5661,0.0169,1.2045
202009,51003,"albemarle, va",549950,0,0.0606,379,-0.0711,-0.3994,80,-0.0698,-0.0751,124,0.0333,-0.2051,52,12,5.5,68,-0.2273,-0.575,354,-0.0139,-0.0248,204.6988329,0.0123,0.0974,2625,-0.0256,-0.0289,783947,0.0066,0.0548,733,-0.0443,-0.2626,0.934,0.0541,0.3588
202009,48441,"taylor, tx",229200,-0.0245,0.0301,355,-0.0111,-0.297,50.5,-0.0098,-0.1062,120,-0.2857,-0.3023,8,0,1,116,-0.0938,-0.3409,353,-0.0112,0.4008,120.1524013,-0.0229,0.0193,1931,-0.0087,0.0112,283088,-0.0008,0.0804,708,-0.0112,-0.0647,0.9944,-0.0001,0.4954
202009,19045,"clinton, ia",78550,0,-0.0711,270,-0.0357,-0.2623,446.5,0.2867,3.8798,52,0.3,-0.381,0,,,24,-0.1429,-0.5714,145,0.0069,0.0821,62.05696918,-0.0034,-0.0034,1400,0,0,109783,-0.0046,-0.022,415,-0.0212,-0.17,0.537,0.0228,0.1709
202009,42111,"somerset, pa",144950,-0.0529,0.0186,253,-0.1154,-0.3918,88.5,0.0663,0.0412,72,-0.1429,-0.28,0,-1,,32,-0.2,-0.6522,148,0.0137,0.7209,72.57181163,-0.0119,0.608,1709,-0.0201,0.3911,247742,0.0698,0.2933,401,-0.0718,-0.2012,0.585,0.0745,0.3782
202009,55105,"rock, wi",225050,-0.066,0.0115,198,-0.0833,-0.5025,45.5,0.0341,0.0111,148,-0.1778,-0.2885,8,1,,76,0.0556,-0.4242,376,0.0358,0.2208,118.5241052,-0.0229,0.0215,1846.5,0.0157,0.0241,278083,-0.0078,0.0633,574,-0.0086,-0.187,1.899,0.2184,1.1251
202009,17089,"kane, il",327500,-0.0222,0.0323,1104,-0.0921,-0.5149,44,-0.0638,-0.1456,716,-0.0867,-0.2149,60,0.0714,2.75,400,-0.0741,-0.6183,1542,-0.0241,0.6889,143.6996478,0.019,0.0702,2185.5,-0.0351,-0.0469,396431,0.0006,0.0659,2646,-0.0536,-0.1703,1.3967,0.0974,0.9956
202009,47105,"loudon, tn",387500,0.0199,0.0074,122,-0.1921,-0.5689,51,-0.15,-0.2331,56,-0.4167,-0.3333,16,3,,36,-0.4,-0.6897,257,-0.0153,-0.0688,156.8881178,0.0467,0.0955,2548,0.0291,-0.0252,555912,0.0574,0.0983,379,-0.0801,-0.322,2.1066,0.3781,1.1313
202009,48231,"hunt, tx",216480,0.0506,0.0873,171,-0.0339,-0.3077,42,-0.0455,-0.2294,100,-0.2424,-0.0385,32,7,7,48,0,-0.4286,215,0.075,0.5357,118.230829,0.0139,0.0222,1807,0.0084,-0.0347,240974,0.04,-0.0471,386,0.0239,-0.0026,1.2573,0.1274,0.6905
202009,13103,"effingham, ga",273500,-0.0053,0.0949,291,-0.0673,-0.3674,52,0.1304,-0.2353,124,-0.1842,-0.1842,36,-0.5909,2,64,-0.0588,-0.4286,230,0.1386,0.8852,117.8578073,0.039,0.0877,2238,-0.0244,0.0129,304623,0.0017,0.1149,521,0.0136,-0.1048,0.7904,0.1429,0.5252
202009,5045,"faulkner, ar",236275,-0.0012,0.0368,187,-0.0966,-0.4626,43.5,0.0875,-0.2564,92,-0.2069,-0.3235,4,0,0,56,-0.125,-0.3,130,0.0236,0.7105,112.7031047,0.0101,0.0672,2051,-0.0416,-0.0423,280671,0.0046,0.0137,317,-0.0509,-0.2524,0.6952,0.0817,0.4768
202009,13215,"muscogee, ga",176000,-0.0437,0.1877,306,-0.157,-0.5158,51,-0.0192,-0.3585,136,-0.3061,-0.2766,8,-0.5,0,76,0.2667,-0.5,32,-0.3043,0.28,94.57998645,-0.0015,0.1318,1749,0,-0.0369,274148,0.0598,0.1644,338,-0.1736,-0.4855,0.1046,-0.0221,0.065
202009,6039,"madera, ca",394500,0.0302,0.1621,400,-0.0074,-0.5157,45.5,-0.125,-0.3,184,-0.1786,-0.2923,12,-0.25,-0.25,92,-0.0417,-0.5577,328,-0.0708,0.0218,183.6403034,0.0046,0.0704,2121,0.0148,0.0815,517754,0.0607,0.1944,728,-0.037,-0.3653,0.82,-0.0559,0.4314
202009,26159,"van buren, mi",325300,-0.068,0.0843,214,-0.0932,-0.5642,68,-0.0423,-0.1707,92,-0.08,-0.3611,0,,,60,0.5,-0.5588,230,-0.1051,4.75,168.0688523,-0.0311,0.122,1968,-0.0061,-0.002,482967,-0.0222,0.1192,444,-0.0994,-0.1638,1.0748,-0.0142,0.9933
202009,34009,"cape may, nj",500000,0.0105,0.1485,1168,-0.025,-0.497,45.5,-0.125,-0.4678,600,0.049,-0.0323,32,0.3333,1,204,-0.0192,-0.49,421,0.0879,10.3784,192.88634,0.0412,0.1485,1037,-0.0124,-0.0138,894288,-0.0233,0.1944,1589,0.0025,-0.3264,0.3604,0.0374,0.3445
202009,26027,"cass, mi",246450,-0.0333,0.0271,101,-0.1217,-0.6024,73.5,-0.0455,-0.087,52,0.4444,-0.1875,0,,,20,-0.2857,-0.75,122,-0.0758,0.5443,144.1823024,-0.0031,0.0736,1807,0.0039,0.0518,348770,-0.0418,0.1085,223,-0.0972,-0.3303,1.2079,0.0601,0.8969
202009,26087,"lapeer, mi",255000,-0.1444,0.0173,181,-0.0905,-0.5791,54.5,-0.0603,-0.1138,88,-0.12,-0.2903,4,,,28,-0.4167,-0.8478,52,-0.037,0.3,156.6238207,0.0084,0.1019,1811,-0.0617,-0.0548,340156,-0.0524,-0.0071,233,-0.0791,-0.5043,0.2873,0.0159,0.1943
202009,55031,"douglas, wi",185000,-0.1188,-0.0743,137,0.0224,-0.4292,59,-0.169,-0.2761,44,-0.1538,0,0,,,36,0.125,-0.4375,110,0.134,0.2791,122.1947394,-0.0284,0.0104,1481,-0.0858,-0.0682,273954,-0.0423,0.0241,247,0.0693,-0.2423,0.8029,0.079,0.4446
202009,48027,"bell, tx",250000,-0.0198,0.0782,536,-0.1037,-0.545,46.5,-0.051,-0.1226,376,-0.0105,-0.2598,36,-0.1,0.5,116,-0.2162,-0.6027,1064,-0.0247,0.3333,119.4187324,-0.0212,0.0869,2165.5,0.003,0.008,304217,-0.0008,0.123,1600,-0.0527,-0.1903,1.9851,0.1607,1.3077
202009,56021,"laramie, wy",358900,-0.0209,0.0733,242,-0.1103,-0.2143,34,-0.0556,0.0794,164,-0.0889,-0.0682,16,0.3333,3,72,0.2,0.125,443,0.0399,0.4477,136.9301537,0.009,0.0257,2664,0.0045,0.0484,386525,0.002,0.0378,685,-0.0186,0.1156,1.8306,0.2644,0.8371
202009,39057,"greene, oh",237950,-0.0206,-0.0059,205,0.0733,-0.4562,28,-0.0667,-0.3978,180,-0.0217,-0.1,0,,,112,0.4,-0.4167,452,-0.0524,0.1895,110.8173429,0.0214,0.0878,1696.5,0.005,-0.0854,281747,-0.0371,-0.1025,657,-0.0165,-0.1321,2.2049,-0.2925,1.1969
202009,53063,"spokane, wa",399300,0.0108,0.1549,713,-0.0378,-0.4623,38.5,0.0405,-0.0375,716,-0.0056,-0.1557,24,-0.6471,-0.1429,252,0.1053,-0.5655,1684,0.0325,0.0999,164.4084498,-0.0083,0.1516,2372,0.0176,0.0068,487914,-0.0015,0.1602,2397,0.0105,-0.161,2.3619,0.1608,1.2073
202009,24009,"calvert, md",407550,0.0188,-0.0269,175,-0.1294,-0.6542,34,-0.15,-0.456,144,0.0286,-0.0769,16,0,1,52,-0.1875,-0.7045,133,-0.0634,0.75,174.6248398,0.0341,0.0774,2225,-0.0241,-0.053,452807,-0.0006,-0.0105,308,-0.102,-0.4708,0.76,0.0535,0.6098
202009,45083,"spartanburg, sc",244953.5,-0.018,0.0436,959,-0.0626,-0.485,51,-0.0893,-0.1905,468,-0.1,-0.2952,240,0.1538,3,192,-0.0943,-0.616,1428,0.02,0.1507,89.26041864,0.0058,0.0011,1225.5,-0.0172,-0.1402,353734,0.0109,0.1144,2387,-0.0149,-0.2307,1.4891,0.1205,0.8226
202009,29183,"st. charles, mo",325050,0.0034,0.0487,793,-0.0906,-0.3756,70,0.1111,0.0938,496,-0.0677,-0.1507,188,4.2222,3.2727,176,-0.0638,-0.5888,1136,-0.0026,0.3703,149.1891499,0.0074,-0.0068,2189.5,0.0048,0.0334,382461,0.0268,0.0742,1929,-0.0408,-0.081,1.4325,0.1263,0.7798
202009,30049,"lewis and clark, mt",397500,0.033,0.2864,141,-0.0342,-0.5331,53,-0.0862,-0.1908,80,0.0526,-0.1667,4,0,,24,-0.3333,-0.7391,217,-0.0882,1.5233,166.6881347,-0.0088,0.1272,2301,0.0272,0.0693,553081,-0.1371,0.2874,358,-0.0677,-0.0773,1.539,-0.0911,1.2542
202009,1055,"etowah, al",190000,0.0003,0.0739,252,-0.1,-0.4534,64,0.0159,-0.195,100,0.3889,-0.1071,0,,,52,-0.3158,-0.48,26,-0.0714,2.7143,80.84993972,-0.0442,-0.0116,2163,-0.0168,0.0457,249348,-0.0025,0.1516,278,-0.0974,-0.406,0.1032,0.0032,0.088
202009,53007,"chelan, wa",489950,-0.0173,0.0888,260,0.0359,-0.4683,39,-0.22,-0.4307,148,0.1563,-0.075,0,-1,-1,68,0.2143,-0.2273,79,0,0.386,240.6365579,0.016,0.0561,2033,0.0638,0.0898,598899,-0.0221,0.0301,339,0.0273,-0.3791,0.3038,-0.0109,0.1873
202009,47065,"hamilton, tn",350050,-0.0085,0.0781,840,-0.0118,-0.4859,50,-0.1379,-0.2308,408,-0.0286,-0.2817,36,0.2857,1.25,204,0,-0.6047,1111,0.0383,13.2436,153.1998917,0.0023,0.1201,2200,-0.0426,-0.0594,446330,-0.0149,0.1547,1951,0.0161,0.1396,1.3226,0.0638,1.2749
202009,36053,"madison, ny",225050,0,0.1267,173,0.0058,-0.4214,87,0.2083,0.1013,68,0.0625,-0.0556,0,,,44,-0.0833,-0.3529,226,-0.0424,0.9825,120.3506098,0.0306,0.0879,1858,-0.0032,0.0569,278388,0.029,0.1724,399,-0.0221,-0.0339,1.3064,-0.0657,0.9251
202009,28047,"harrison, ms",257860,0.0316,0.1559,644,-0.0707,-0.4161,59.5,-0.0846,-0.2744,228,-0.0806,-0.0952,68,-0.2609,3.25,120,-0.0323,-0.5455,435,-0.0225,0.4548,115.1225898,0.0218,0.0783,2100,0,0.0655,312493,0.0233,0.0557,1079,-0.0518,-0.2304,0.6755,0.0333,0.4044
202009,36009,"cattaraugus, ny",139950,-0.1765,0.015,260,-0.0441,-0.3925,90.5,-0.3536,-0.1581,72,-0.1,-0.1429,0,,,44,0,-0.3529,193,0.1697,20.4444,107.3663938,-0.0708,0.0882,1608,-0.0429,-0.0372,225651,-0.0311,0.1027,453,0.0366,0.0366,0.7423,0.1357,0.7213
202009,51095,"james city, va",437800,-0.0051,0.1268,803,-0.0927,-0.4052,61,-0.0469,-0.2278,340,-0.0449,-0.0556,100,0.4706,0.7857,148,-0.1591,-0.6105,414,0.104,0.4034,165.5867117,0.0005,0.0701,2646.5,-0.0162,0.0488,508996,-0.0085,0.0872,1217,-0.0341,-0.2602,0.5156,0.0918,0.297
202009,22051,"jefferson, la",289550,-0.0318,0.0764,585,-0.0185,-0.4331,52.5,-0.1532,-0.1923,284,0,-0.3826,0,-1,-1,216,0.2558,-0.3494,714,-0.0246,-0.2281,150.6577367,-0.0089,0.1048,1913,-0.0031,-0.0162,380322,-0.0118,0.0954,1299,-0.0218,-0.3362,1.2205,-0.0077,0.3242
202009,50007,"chittenden, vt",423800,-0.0027,0.0726,272,-0.0216,-0.4646,46.5,-0.0882,-0.2314,160,-0.1667,0.1111,24,0.2,5,72,0.0588,-0.5263,119,-0.2323,-0.367,208.2125922,0.0353,0.0897,2041.5,0.0062,-0.0305,555714,0.0194,0.1274,391,-0.097,-0.4382,0.4375,-0.1201,0.0674
202009,36091,"saratoga, ny",400045,0,0.0837,966,-0.0072,-0.4092,70.5,-0.0844,-0.1989,340,-0.1667,-0.2975,60,0.1538,14,180,0.25,-0.5982,1074,-0.0236,0.3146,198.3978309,0.0207,0.1059,2026,-0.0044,-0.002,485030,0.0288,0.1282,2040,-0.0159,-0.168,1.1118,-0.0187,0.6121
202009,35009,"curry, nm",177800,-0.0097,0.0074,155,-0.1341,-0.4404,50,-0.2063,-0.3333,60,-0.0625,0,0,,,28,-0.125,-0.3636,135,0.1345,1.5,96.83449739,-0.0069,0.0373,1752,-0.0141,-0.0245,190710,0.0136,0.0044,290,-0.0268,-0.1239,0.871,0.2062,0.676
202009,34041,"warren, nj",294995,0.0534,0.1013,370,-0.016,-0.498,32,0.0323,-0.488,232,0.0175,-0.0333,12,-0.4,,60,0,-0.7222,2,-0.3333,1,0,,,0,,,356362,0.062,0.1798,372,-0.0185,-0.4959,0.0054,-0.0026,0.004
202009,18081,"johnson, in",283750,-0.0145,0.0797,178,0.023,-0.6597,38,-0.0952,-0.2897,164,-0.0682,-0.2115,4,0,-0.5,84,0.1053,-0.6769,404,-0.0449,-0.1121,118.8839059,0.0116,0.1242,2401,0.0021,-0.0597,359451,0.0058,0.1152,582,-0.0251,-0.4049,2.2697,-0.1614,1.3997
202009,21107,"hopkins, ky",139500,0.0735,0,104,-0.0957,-0.3882,66.5,0.1083,-0.0952,28,-0.3,-0.4167,4,,,32,0.1429,-0.2,34,0.0968,1.125,80.83590964,-0.0423,-0.0326,1717.5,0.0079,-0.034,196735,0.0492,0.0678,138,-0.0548,-0.2581,0.3269,0.0574,0.2328
202009,55059,"kenosha, wi",279950,-0.0667,0.0292,266,0.0902,-0.468,39,-0.0714,-0.2041,204,0.275,0.02,4,,0,92,0.0952,-0.5818,294,-0.0841,-0.2864,141.8189369,0.0268,0.0121,1690,-0.0436,-0.0916,364341,-0.0434,-0.0168,560,-0.0088,-0.386,1.1053,-0.2103,0.2813
202009,26139,"ottawa, mi",349500,0.0281,0.0922,448,-0.1418,-0.4944,51.5,-0.0096,0,296,-0.0133,-0.2745,32,0.6,1.6667,112,-0.125,-0.65,697,-0.0491,40,162.7278705,-0.0018,0.1034,2140,0.0094,0.0049,531020,0.0305,0.2275,1145,-0.0876,0.268,1.5558,0.1516,1.5366
202009,21151,"madison, ky",248500,0.0356,0.1093,136,-0.0286,-0.5776,42,-0.0667,-0.16,84,0,-0.2759,4,-0.5,,44,-0.0833,-0.6452,274,0.0661,0.37,119.10594,0.003,0.1135,2089.5,0.0178,0.0382,369956,0.0245,0.3528,410,0.0327,-0.2146,2.0147,0.179,1.3936
202009,33009,"grafton, nh",254500,-0.0909,-0.0176,319,-0.1089,-0.5852,53,-0.1017,-0.4301,176,-0.0638,0.0732,4,-0.5,0,52,0.1818,-0.6829,335,0.0436,-0.0872,152.9442866,0.0086,0.0176,1632,-0.0332,-0.1111,369893,-0.0375,-0.0487,654,-0.0368,-0.4243,1.0502,0.1535,0.5729
202009,26149,"st. joseph, mi",180494,-0.1603,-0.0599,81,-0.1818,-0.6368,59,0,0.0261,48,0.0909,-0.4545,0,-1,,24,-0.25,-0.6471,161,0.0321,19.125,100.3410394,-0.0353,-0.0074,1708,-0.0886,-0.075,295222,-0.0474,0.0863,242,-0.051,0.0476,1.9877,0.4119,1.9518
202009,22073,"ouachita, la",226105,-0.0107,0.0849,401,-0.0565,-0.5584,75.5,0.1439,-0.2488,80,-0.3333,-0.4286,4,,,88,-0.3333,-0.5926,190,-0.2213,,108.7888421,-0.0275,0.0407,2030.5,0.0077,0.041,279510,0.0189,0.1487,591,-0.1166,-0.3491,0.4738,-0.1003,0.4738
202009,12005,"bay, fl",326100,-0.009,-0.0103,1667,-0.1152,-0.2177,85,-0.0449,0.1806,468,-0.093,-0.2778,80,0.3333,-0.0476,436,-0.0763,-0.1742,430,0.0969,142.3333,214.158154,0.0241,-0.0066,1506,-0.0112,0.0089,426126,0.0159,0.0321,2097,-0.0786,-0.0173,0.2579,0.0499,0.2565
202009,37119,"mecklenburg, nc",418593.5,-0.0033,0.1572,1953,-0.0161,-0.4303,42,0.05,-0.1765,1348,0.003,-0.172,268,-0.1519,1.68,624,-0.0769,-0.6061,1993,-0.0469,-0.0158,196.9173244,0.05,0.2203,2258,-0.035,-0.0166,611878,0.0017,0.19,3946,-0.0319,-0.2764,1.0205,-0.0329,0.4298
202009,36001,"albany, ny",304450,-0.0773,0.1538,587,-0.0233,-0.454,64,-0.0857,-0.1111,296,0.1212,-0.1591,36,2,8,160,-0.1837,-0.5122,1016,-0.0174,0.3975,163.1683273,-0.0053,0.099,1863,-0.0251,0.0399,378563,-0.014,0.1767,1603,-0.0196,-0.1104,1.7308,0.0104,1.0546
202009,48037,"bowie, tx",205300,0.0366,0.2038,205,-0.1009,-0.5255,66,0.1579,-0.1081,72,0.0588,-0.25,0,,,36,-0.3077,-0.4706,54,-0.1818,6.7143,95.34830882,0.0534,0.0747,2090,0.0636,0.0359,257848,-0.0042,0.1387,259,-0.119,-0.41,0.2634,-0.0261,0.2472
202009,36027,"dutchess, ny",424672.5,0.0232,0.1633,2246,0.0195,-0.0958,74,0.0423,-0.0573,828,0.1189,0.3709,40,0.25,4,380,0.1047,-0.3831,1546,0.0307,0.8649,190.103403,0.0201,0.1052,2211,0.005,0.0556,641320,0.0304,0.1896,3792,0.024,0.1446,0.6883,0.0074,0.3546
202009,37141,"pender, nc",339950,0.0331,0.0661,231,-0.0977,-0.2274,73,0.1587,-0.131,80,-0.1304,0.1111,52,0.3,5.5,52,-0.0714,-0.3158,273,0.0149,0.3719,142.3980543,0.0091,0.0309,2419,0.0194,0.0699,383450,0.0022,-0.0042,504,-0.04,0.012,1.1818,0.131,0.5163
202009,17161,"rock island, il",129750,0.0376,0.0468,757,-0.0092,-0.2811,455.5,0.0743,3.9781,180,0.1842,-0.0426,0,,,104,0.04,-0.4583,457,0.0133,0.1425,87.71929825,-0.012,0.0568,1496,0.0177,-0.0216,176471,0.001,0.0492,1214,-0.0008,-0.1645,0.6037,0.0134,0.2238
202009,55087,"outagamie, wi",294950,-0.0167,0.0243,216,-0.0182,-0.4447,48.5,0.0543,0.0543,164,-0.3167,-0.1633,0,,,56,0,-0.6,468,-0.0106,-0.2676,124.1202297,-0.0283,0.0391,2085,0.0005,-0.0355,327398,-0.0098,0.0371,684,-0.013,-0.3346,2.1667,0.0167,0.524
202009,5031,"craighead, ar",229950,0.0849,0.0796,380,-0.0821,-0.3345,55,-0.0179,-0.1603,144,-0.1,-0.2,0,,,64,-0.1579,-0.5429,9,-0.1818,1.25,106.9164062,0.0238,0.0555,2105.5,0.0084,0.0142,285717,0.0354,0.0793,389,-0.0847,-0.3235,0.0237,-0.0029,0.0167
202009,22063,"livingston, la",257520,0.0303,0.1757,492,-0.0972,-0.4377,68.5,0.0703,-0.1104,152,-0.1739,-0.3091,28,-0.4167,2.5,92,-0.2333,-0.549,563,0.1018,8.5424,128.3670805,-0.0062,0.0787,2009.5,0.0364,0.0611,297846,0.0413,0.196,1055,-0.0009,0.1296,1.1443,0.2067,1.0769
